1
    LCPFCT Test #1 - Constant V Convection:   step =   0 and TIME =  0.000
          with DX = 0.100 DT = 0.020 and VX = 0.500CFL = 0.100

    I     X(I)     Square    exact     Circle    exact   Gaussian    exact
   39   3.85000   1.00000   1.00000   0.88496   0.88264   0.41342   0.41333
   40   3.95000   1.00000   1.00000   0.87198   0.87170   0.38278   0.38279
   41   4.05000   1.00000   1.00000   0.85675   0.86015   0.35327   0.35336
   42   4.15000   1.00000   1.00000   0.85192   0.84797   0.32530   0.32516
   43   4.25000   1.00000   1.00000   0.83478   0.83514   0.29822   0.29825
   44   4.35000   1.00000   1.00000   0.81696   0.82161   0.27256   0.27270
   45   4.45000   1.00000   1.00000   0.81264   0.80737   0.24873   0.24854
   46   4.55000   1.00000   1.00000   0.79323   0.79237   0.22578   0.22579
   47   4.65000   1.00000   1.00000   0.76916   0.77656   0.20423   0.20447
   48   4.75000   1.00000   1.00000   0.76465   0.75990   0.18478   0.18458
   49   4.85000   1.00000   1.00000   0.74822   0.74232   0.16625   0.16608
   50   4.95000   1.00000   1.00000   0.71421   0.72377   0.14860   0.14897
   51   5.05000   1.00000   1.00000   0.70184   0.70415   0.13317   0.13319
   52   5.15000   1.00000   1.00000   0.69618   0.68340   0.11916   0.11870
   53   5.25000   1.00000   1.00000   0.65991   0.66138   0.10530   0.10545
   54   5.35000   1.00000   1.00000   0.62257   0.63798   0.09282   0.09338
   55   5.45000   1.00000   1.00000   0.61687   0.61303   0.08268   0.08242
   56   5.55000   1.00000   1.00000   0.60516   0.58635   0.07322   0.07252
   57   5.65000   1.00000   1.00000   0.55451   0.55767   0.06332   0.06361
   58   5.75000   1.00000   1.00000   0.50285   0.52667   0.05464   0.05561
   59   5.85000   1.00000   1.00000   0.48950   0.49291   0.04853   0.04846
   60   5.95000   1.00000   1.00000   0.48664   0.45579   0.04341   0.04210
   61   6.05000   1.00000   1.00000   0.43645   0.41438   0.03710   0.03646
   62   6.15000   1.00000   1.00000   0.33956   0.36723   0.03008   0.03147
   63   6.25000   1.00000   1.00000   0.25236   0.31170   0.02481   0.02707
   64   6.35000   1.00000   1.00000   0.21624   0.24193   0.02275   0.02322
   65   6.45000   1.00000   1.00000   0.21434   0.13328   0.02265   0.01985
   66   6.55000   1.00000   1.00000   0.21434   0.13328   0.02265   0.01985
   67   6.65000   1.00000   1.00000   0.21646   0.24193   0.02267   0.02322
   68   6.75000   1.00000   1.00000   0.27333   0.31170   0.02571   0.02707
   69   6.85000   1.00000   1.00000   0.34840   0.36723   0.03072   0.03147
   70   6.95000   1.00000   1.00000   0.41024   0.41438   0.03626   0.03646
   71   7.05000   1.00000   1.00000   0.45652   0.45579   0.04211   0.04210
   72   7.15000   1.00000   1.00000   0.49389   0.49291   0.04850   0.04846
   73   7.25000   1.00000   1.00000   0.52705   0.52667   0.05563   0.05561
   74   7.35000   1.00000   1.00000   0.55773   0.55767   0.06361   0.06361
   75   7.45000   1.00000   1.00000   0.58635   0.58635   0.07252   0.07252
   76   7.55000   1.00000   1.00000   0.61304   0.61304   0.08243   0.08242
   77   7.65000   1.00000   1.00000   0.63799   0.63798   0.09337   0.09338
   78   7.75000   1.00000   1.00000   0.66139   0.66138   0.10546   0.10545
   79   7.85000   1.00000   1.00000   0.68340   0.68340   0.11868   0.11870
   80   7.95000   1.00000   1.00000   0.70416   0.70415   0.13321   0.13319
   81   8.05000   1.00000   1.00000   0.72377   0.72377   0.14895   0.14897
   82   8.15000   1.00000   1.00000   0.74233   0.74232   0.16609   0.16608
   83   8.25000   1.00000   1.00000   0.75990   0.75990   0.18459   0.18458
   84   8.35000   1.00000   1.00000   0.77656   0.77656   0.20443   0.20447
   85   8.45000   1.00000   1.00000   0.79238   0.79237   0.22584   0.22579
   86   8.55000   1.00000   1.00000   0.80737   0.80737   0.24850   0.24854
   87   8.65000   1.00000   1.00000   0.82162   0.82162   0.27268   0.27270
   88   8.75000   1.00000   1.00000   0.83515   0.83514   0.29832   0.29825
   89   8.85000   1.00000   1.00000   0.84796   0.84797   0.32507   0.32516
   90   8.95000   1.00000   1.00000   0.86015   0.86015   0.35339   0.35336
   91   9.05000   1.00000   1.00000   0.87171   0.87170   0.38285   0.38279
   92   9.15000   1.00000   1.00000   0.88263   0.88264   0.41319   0.41333
   93   9.25000   1.00000   1.00000   0.89302   0.89301   0.44495   0.44489
   94   9.35000   1.00000   1.00000   0.90282   0.90281   0.47744   0.47734
   95   9.45000   1.00000   1.00000   0.91204   0.91206   0.51029   0.51051
   96   9.55000   1.00000   1.00000   0.92080   0.92079   0.54428   0.54424
   97   9.65000   1.00000   1.00000   0.92904   0.92901   0.57855   0.57834
   98   9.75000   1.00000   1.00000   0.93670   0.93673   0.61237   0.61263
   99   9.85000   1.00000   1.00000   0.94395   0.94396   0.64674   0.64687
  100   9.95000   1.00000   1.00000   0.95077   0.95072   0.68122   0.68084

 Conserved sums  10.00000  10.00000   7.85407   7.85406   4.41042   4.41041
 Absolute error   0.00000             0.07221             0.00964
1
    LCPFCT Test #1 - Constant V Convection:   step = 200 and TIME =  4.000
          with DX = 0.100 DT = 0.020 and VX = 0.500CFL = 0.100

    I     X(I)     Square    exact     Circle    exact   Gaussian    exact
    1   0.05000   1.00000   1.00000   0.92081   0.92079   0.54438   0.54424
    2   0.15000   1.00000   1.00000   0.92897   0.92901   0.57798   0.57834
    3   0.25000   1.00000   1.00000   0.93672   0.93673   0.61255   0.61263
    4   0.35000   1.00000   1.00000   0.94402   0.94396   0.64731   0.64687
    5   0.45000   1.00000   1.00000   0.95072   0.95072   0.68079   0.68084
    6   0.55000   1.00000   1.00000   0.95694   0.95701   0.71372   0.71431
    7   0.65000   1.00000   1.00000   0.96286   0.96284   0.74710   0.74703
    8   0.75000   1.00000   1.00000   0.96832   0.96823   0.77945   0.77875
    9   0.85000   1.00000   1.00000   0.97317   0.97317   0.80916   0.80923
   10   0.95000   1.00000   1.00000   0.97757   0.97768   0.83729   0.83821
   11   1.05000   1.00000   1.00000   0.98175   0.98177   0.86529   0.86546
   12   1.15000   1.00000   1.00000   0.98557   0.98543   0.89184   0.89074
   13   1.25000   1.00000   1.00000   0.98877   0.98867   0.91455   0.91383
   14   1.35000   1.00000   1.00000   0.99136   0.99150   0.93347   0.93453
   15   1.45000   1.00000   1.00000   0.99373   0.99391   0.95098   0.95264
   16   1.55000   1.00000   1.00000   0.99593   0.99593   0.96821   0.96800
   17   1.65000   1.00000   1.00000   0.99788   0.99753   0.98310   0.98047
   18   1.75000   1.00000   1.00000   0.99909   0.99873   0.99256   0.98992
   19   1.85000   1.00000   1.00000   0.99949   0.99953   0.99595   0.99628
   20   1.95000   1.00000   1.00000   0.99950   0.99993   0.99611   0.99947
   21   2.05000   1.00000   1.00000   0.99950   0.99993   0.99611   0.99947
   22   2.15000   1.00000   1.00000   0.99925   0.99953   0.99611   0.99628
   23   2.25000   1.00000   1.00000   0.99925   0.99873   0.99179   0.98992
   24   2.35000   1.00000   1.00000   0.99776   0.99753   0.98164   0.98047
   25   2.45000   1.00000   1.00000   0.99572   0.99593   0.96840   0.96800
   26   2.55000   1.00000   1.00000   0.99445   0.99391   0.95271   0.95264
   27   2.65000   1.00000   1.00000   0.99086   0.99150   0.93449   0.93453
   28   2.75000   1.00000   1.00000   0.98915   0.98867   0.91384   0.91383
   29   2.85000   1.00000   1.00000   0.98541   0.98543   0.89075   0.89074
   30   2.95000   1.00000   1.00000   0.98116   0.98177   0.86547   0.86546
   31   3.05000   1.00000   1.00000   0.97874   0.97768   0.83826   0.83821
   32   3.15000   1.00000   1.00000   0.97225   0.97317   0.80921   0.80923
   33   3.25000   1.00000   1.00000   0.96833   0.96823   0.77878   0.77875
   34   3.35000   1.00000   1.00000   0.96389   0.96284   0.74707   0.74703
   35   3.45000   1.00000   1.00000   0.95532   0.95701   0.71427   0.71431
   36   3.55000   1.00000   1.00000   0.95176   0.95072   0.68089   0.68084
   37   3.65000   1.00000   1.00000   0.94469   0.94396   0.64689   0.64686
   38   3.75000   1.00000   1.00000   0.93445   0.93673   0.61257   0.61262
   39   3.85000   1.00000   1.00000   0.93095   0.92901   0.57843   0.57834
   40   3.95000   1.00000   1.00000   0.92137   0.92079   0.54425   0.54424
   41   4.05000   1.00000   1.00000   0.90897   0.91206   0.51042   0.51050
   42   4.15000   1.00000   1.00000   0.90542   0.90281   0.47744   0.47733
   43   4.25000   1.00000   1.00000   0.89419   0.89301   0.44492   0.44489
   44   4.35000   1.00000   1.00000   0.87825   0.88264   0.41320   0.41333
   45   4.45000   1.00000   1.00000   0.87418   0.87170   0.38290   0.38279
   46   4.55000   1.00000   1.00000   0.86349   0.86015   0.35346   0.35336
   47   4.65000   1.00000   1.00000   0.84233   0.84797   0.32496   0.32516
   48   4.75000   1.00000   1.00000   0.83506   0.83514   0.29829   0.29825
   49   4.85000   1.00000   1.00000   0.82853   0.82161   0.27293   0.27270
   50   4.95000   1.00000   1.00000   0.80345   0.80737   0.24836   0.24854
   51   5.05000   1.00000   1.00000   0.78600   0.79237   0.22560   0.22579
   52   5.15000   1.00000   1.00000   0.78411   0.77656   0.20478   0.20447
   53   5.25000   1.00000   1.00000   0.76473   0.75990   0.18470   0.18458
   54   5.35000   1.00000   1.00000   0.73178   0.74232   0.16567   0.16608
   55   5.45000   1.00000   1.00000   0.72037   0.72377   0.14891   0.14897
   56   5.55000   1.00000   1.00000   0.71726   0.70415   0.13370   0.13319
   57   5.65000   1.00000   1.00000   0.68643   0.68340   0.11872   0.11870
   58   5.75000   1.00000   1.00000   0.64575   0.66138   0.10481   0.10545
   59   5.85000   1.00000   1.00000   0.63294   0.63798   0.09329   0.09338
   60   5.95000   1.00000   1.00000   0.63071   0.61303   0.08319   0.08242
   61   6.05000   1.00000   1.00000   0.59709   0.58635   0.07282   0.07252
   62   6.15000   1.00000   1.00000   0.54044   0.55767   0.06275   0.06361
   63   6.25000   1.00000   1.00000   0.50607   0.52667   0.05484   0.05561
   64   6.35000   1.00000   1.00000   0.50338   0.49291   0.04912   0.04846
   65   6.45000   1.00000   1.00000   0.49084   0.45579   0.04354   0.04210
   66   6.55000   1.00000   1.00000   0.42744   0.41438   0.03670   0.03646
   67   6.65000   1.00000   1.00000   0.33041   0.36722   0.02969   0.03147
   68   6.75000   1.00000   1.00000   0.25130   0.31170   0.02477   0.02707
   69   6.85000   1.00000   1.00000   0.22004   0.24193   0.02293   0.02322
   70   6.95000   1.00000   1.00000   0.21848   0.13327   0.02284   0.01985
   71   7.05000   1.00000   1.00000   0.21852   0.13328   0.02284   0.01985
   72   7.15000   1.00000   1.00000   0.21982   0.24193   0.02285   0.02322
   73   7.25000   1.00000   1.00000   0.27179   0.31171   0.02561   0.02707
   74   7.35000   1.00000   1.00000   0.34487   0.36723   0.03057   0.03147
   75   7.45000   1.00000   1.00000   0.40796   0.41438   0.03617   0.03646
   76   7.55000   1.00000   1.00000   0.45592   0.45579   0.04207   0.04210
   77   7.65000   1.00000   1.00000   0.49407   0.49291   0.04852   0.04846
   78   7.75000   1.00000   1.00000   0.52728   0.52667   0.05562   0.05561
   79   7.85000   1.00000   1.00000   0.55784   0.55767   0.06363   0.06361
   80   7.95000   1.00000   1.00000   0.58636   0.58635   0.07253   0.07252
   81   8.05000   1.00000   1.00000   0.61303   0.61304   0.08240   0.08242
   82   8.15000   1.00000   1.00000   0.63799   0.63798   0.09341   0.09338
   83   8.25000   1.00000   1.00000   0.66139   0.66138   0.10543   0.10545
   84   8.35000   1.00000   1.00000   0.68341   0.68340   0.11868   0.11870
   85   8.45000   1.00000   1.00000   0.70417   0.70415   0.13324   0.13319
   86   8.55000   1.00000   1.00000   0.72377   0.72377   0.14892   0.14897
   87   8.65000   1.00000   1.00000   0.74233   0.74232   0.16608   0.16608
   88   8.75000   1.00000   1.00000   0.75991   0.75990   0.18464   0.18458
   89   8.85000   1.00000   1.00000   0.77656   0.77656   0.20439   0.20447
   90   8.95000   1.00000   1.00000   0.79237   0.79237   0.22580   0.22579
   91   9.05000   1.00000   1.00000   0.80739   0.80737   0.24861   0.24854
   92   9.15000   1.00000   1.00000   0.82161   0.82162   0.27258   0.27270
   93   9.25000   1.00000   1.00000   0.83514   0.83514   0.29825   0.29825
   94   9.35000   1.00000   1.00000   0.84799   0.84797   0.32529   0.32516
   95   9.45000   1.00000   1.00000   0.86013   0.86015   0.35322   0.35336
   96   9.55000   1.00000   1.00000   0.87169   0.87170   0.38272   0.38279
   97   9.65000   1.00000   1.00000   0.88267   0.88264   0.41354   0.41333
   98   9.75000   1.00000   1.00000   0.89300   0.89301   0.44481   0.44490
   99   9.85000   1.00000   1.00000   0.90278   0.90281   0.47710   0.47734
  100   9.95000   1.00000   1.00000   0.91209   0.91206   0.51072   0.51051

 Conserved sums  10.00000  10.00000   7.85407   7.85406   4.41042   4.41041
 Absolute error   0.00000             0.07999             0.01099
1
    LCPFCT Test #1 - Constant V Convection:   step = 250 and TIME =  5.000
          with DX = 0.100 DT = 0.020 and VX = 0.500CFL = 0.100

    I     X(I)     Square    exact     Circle    exact   Gaussian    exact
    1   0.05000   1.00000   1.00000   0.87173   0.87170   0.38301   0.38279
    2   0.15000   1.00000   1.00000   0.88262   0.88264   0.41315   0.41333
    3   0.25000   1.00000   1.00000   0.89298   0.89301   0.44466   0.44490
    4   0.35000   1.00000   1.00000   0.90284   0.90281   0.47760   0.47734
    5   0.45000   1.00000   1.00000   0.91209   0.91206   0.51067   0.51051
    6   0.55000   1.00000   1.00000   0.92074   0.92079   0.54383   0.54424
    7   0.65000   1.00000   1.00000   0.92900   0.92901   0.57817   0.57834
    8   0.75000   1.00000   1.00000   0.93679   0.93673   0.61309   0.61263
    9   0.85000   1.00000   1.00000   0.94399   0.94396   0.64702   0.64687
   10   0.95000   1.00000   1.00000   0.95064   0.95072   0.68023   0.68084
   11   1.05000   1.00000   1.00000   0.95698   0.95701   0.71404   0.71431
   12   1.15000   1.00000   1.00000   0.96293   0.96284   0.74769   0.74703
   13   1.25000   1.00000   1.00000   0.96830   0.96823   0.77921   0.77875
   14   1.35000   1.00000   1.00000   0.97308   0.97317   0.80852   0.80923
   15   1.45000   1.00000   1.00000   0.97760   0.97768   0.83735   0.83821
   16   1.55000   1.00000   1.00000   0.98183   0.98177   0.86594   0.86546
   17   1.65000   1.00000   1.00000   0.98558   0.98543   0.89207   0.89074
   18   1.75000   1.00000   1.00000   0.98874   0.98867   0.91404   0.91383
   19   1.85000   1.00000   1.00000   0.99131   0.99150   0.93295   0.93453
   20   1.95000   1.00000   1.00000   0.99368   0.99391   0.95110   0.95264
   21   2.05000   1.00000   1.00000   0.99604   0.99593   0.96877   0.96800
   22   2.15000   1.00000   1.00000   0.99796   0.99753   0.98346   0.98047
   23   2.25000   1.00000   1.00000   0.99916   0.99873   0.99252   0.98992
   24   2.35000   1.00000   1.00000   0.99939   0.99953   0.99572   0.99628
   25   2.45000   1.00000   1.00000   0.99939   0.99993   0.99589   0.99947
   26   2.55000   1.00000   1.00000   0.99939   0.99993   0.99589   0.99947
   27   2.65000   1.00000   1.00000   0.99932   0.99953   0.99589   0.99628
   28   2.75000   1.00000   1.00000   0.99931   0.99873   0.99188   0.98992
   29   2.85000   1.00000   1.00000   0.99748   0.99753   0.98181   0.98047
   30   2.95000   1.00000   1.00000   0.99597   0.99593   0.96854   0.96800
   31   3.05000   1.00000   1.00000   0.99473   0.99391   0.95277   0.95264
   32   3.15000   1.00000   1.00000   0.99049   0.99150   0.93448   0.93453
   33   3.25000   1.00000   1.00000   0.98904   0.98867   0.91384   0.91383
   34   3.35000   1.00000   1.00000   0.98620   0.98543   0.89077   0.89074
   35   3.45000   1.00000   1.00000   0.98031   0.98177   0.86544   0.86546
   36   3.55000   1.00000   1.00000   0.97854   0.97768   0.83827   0.83821
   37   3.65000   1.00000   1.00000   0.97399   0.97317   0.80927   0.80923
   38   3.75000   1.00000   1.00000   0.96624   0.96823   0.77871   0.77875
   39   3.85000   1.00000   1.00000   0.96404   0.96284   0.74710   0.74703
   40   3.95000   1.00000   1.00000   0.95821   0.95701   0.71436   0.71431
   41   4.05000   1.00000   1.00000   0.94803   0.95072   0.68077   0.68084
   42   4.15000   1.00000   1.00000   0.94507   0.94396   0.64693   0.64686
   43   4.25000   1.00000   1.00000   0.93901   0.93673   0.61270   0.61262
   44   4.35000   1.00000   1.00000   0.92568   0.92901   0.57824   0.57834
   45   4.45000   1.00000   1.00000   0.92074   0.92079   0.54427   0.54424
   46   4.55000   1.00000   1.00000   0.91614   0.91206   0.51065   0.51050
   47   4.65000   1.00000   1.00000   0.89995   0.90281   0.47723   0.47733
   48   4.75000   1.00000   1.00000   0.88998   0.89301   0.44482   0.44489
   49   4.85000   1.00000   1.00000   0.88791   0.88264   0.41354   0.41333
   50   4.95000   1.00000   1.00000   0.87236   0.87170   0.38278   0.38279
   51   5.05000   1.00000   1.00000   0.85351   0.86015   0.35313   0.35336
   52   5.15000   1.00000   1.00000   0.85018   0.84797   0.32528   0.32516
   53   5.25000   1.00000   1.00000   0.84214   0.83514   0.29849   0.29825
   54   5.35000   1.00000   1.00000   0.81660   0.82161   0.27248   0.27270
   55   5.45000   1.00000   1.00000   0.80052   0.80737   0.24832   0.24854
   56   5.55000   1.00000   1.00000   0.79980   0.79237   0.22611   0.22579
   57   5.65000   1.00000   1.00000   0.78339   0.77656   0.20468   0.20447
   58   5.75000   1.00000   1.00000   0.75046   0.75990   0.18417   0.18458
   59   5.85000   1.00000   1.00000   0.73471   0.74232   0.16585   0.16608
   60   5.95000   1.00000   1.00000   0.73459   0.72377   0.14944   0.14897
   61   6.05000   1.00000   1.00000   0.71397   0.70415   0.13350   0.13319
   62   6.15000   1.00000   1.00000   0.67242   0.68340   0.11817   0.11870
   63   6.25000   1.00000   1.00000   0.64742   0.66138   0.10494   0.10545
   64   6.35000   1.00000   1.00000   0.64640   0.63798   0.09386   0.09338
   65   6.45000   1.00000   1.00000   0.63270   0.61303   0.08321   0.08242
   66   6.55000   1.00000   1.00000   0.58547   0.58635   0.07229   0.07252
   67   6.65000   1.00000   1.00000   0.53417   0.55767   0.06250   0.06361
   68   6.75000   1.00000   1.00000   0.51339   0.52667   0.05520   0.05561
   69   6.85000   1.00000   1.00000   0.51325   0.49291   0.04955   0.04846
   70   6.95000   1.00000   1.00000   0.49106   0.45579   0.04351   0.04210
   71   7.05000   1.00000   1.00000   0.41947   0.41438   0.03633   0.03646
   72   7.15000   1.00000   1.00000   0.32398   0.36722   0.02941   0.03147
   73   7.25000   1.00000   1.00000   0.25097   0.31170   0.02477   0.02707
   74   7.35000   1.00000   1.00000   0.22317   0.24193   0.02308   0.02322
   75   7.45000   1.00000   1.00000   0.22184   0.13327   0.02300   0.01985
   76   7.55000   1.00000   1.00000   0.22197   0.13328   0.02300   0.01985
   77   7.65000   1.00000   1.00000   0.22250   0.24193   0.02301   0.02322
   78   7.75000   1.00000   1.00000   0.27081   0.31171   0.02553   0.02707
   79   7.85000   1.00000   1.00000   0.34211   0.36723   0.03047   0.03147
   80   7.95000   1.00000   1.00000   0.40590   0.41438   0.03607   0.03646
   81   8.05000   1.00000   1.00000   0.45519   0.45579   0.04203   0.04210
   82   8.15000   1.00000   1.00000   0.49412   0.49291   0.04853   0.04846
   83   8.25000   1.00000   1.00000   0.52749   0.52667   0.05562   0.05561
   84   8.35000   1.00000   1.00000   0.55796   0.55767   0.06361   0.06361
   85   8.45000   1.00000   1.00000   0.58640   0.58635   0.07257   0.07252
   86   8.55000   1.00000   1.00000   0.61303   0.61304   0.08239   0.08242
   87   8.65000   1.00000   1.00000   0.63799   0.63798   0.09337   0.09338
   88   8.75000   1.00000   1.00000   0.66140   0.66138   0.10551   0.10545
   89   8.85000   1.00000   1.00000   0.68340   0.68340   0.11864   0.11870
   90   8.95000   1.00000   1.00000   0.70416   0.70415   0.13317   0.13319
   91   9.05000   1.00000   1.00000   0.72379   0.72377   0.14905   0.14897
   92   9.15000   1.00000   1.00000   0.74232   0.74232   0.16602   0.16608
   93   9.25000   1.00000   1.00000   0.75990   0.75990   0.18453   0.18458
   94   9.35000   1.00000   1.00000   0.77658   0.77656   0.20460   0.20447
   95   9.45000   1.00000   1.00000   0.79237   0.79237   0.22574   0.22579
   96   9.55000   1.00000   1.00000   0.80736   0.80737   0.24841   0.24854
   97   9.65000   1.00000   1.00000   0.82164   0.82162   0.27283   0.27270
   98   9.75000   1.00000   1.00000   0.83515   0.83514   0.29830   0.29825
   99   9.85000   1.00000   1.00000   0.84795   0.84797   0.32494   0.32516
  100   9.95000   1.00000   1.00000   0.86016   0.86015   0.35340   0.35336

 Conserved sums  10.00000  10.00000   7.85408   7.85406   4.41042   4.41041
 Absolute error   0.00000             0.08511             0.01260
1
    LCPFCT Test #1 - Constant V Convection:   step = 300 and TIME =  6.000
          with DX = 0.100 DT = 0.020 and VX = 0.500CFL = 0.100

    I     X(I)     Square    exact     Circle    exact   Gaussian    exact
    1   0.05000   1.00000   1.00000   0.80741   0.80737   0.24873   0.24854
    2   0.15000   1.00000   1.00000   0.82162   0.82162   0.27269   0.27270
    3   0.25000   1.00000   1.00000   0.83511   0.83514   0.29800   0.29825
    4   0.35000   1.00000   1.00000   0.84798   0.84797   0.32524   0.32516
    5   0.45000   1.00000   1.00000   0.86019   0.86015   0.35361   0.35336
    6   0.55000   1.00000   1.00000   0.87168   0.87170   0.38259   0.38279
    7   0.65000   1.00000   1.00000   0.88262   0.88264   0.41305   0.41333
    8   0.75000   1.00000   1.00000   0.89304   0.89301   0.44514   0.44490
    9   0.85000   1.00000   1.00000   0.90285   0.90281   0.47760   0.47734
   10   0.95000   1.00000   1.00000   0.91203   0.91206   0.51015   0.51051
   11   1.05000   1.00000   1.00000   0.92075   0.92079   0.54388   0.54424
   12   1.15000   1.00000   1.00000   0.92907   0.92901   0.57871   0.57834
   13   1.25000   1.00000   1.00000   0.93680   0.93673   0.61304   0.61263
   14   1.35000   1.00000   1.00000   0.94390   0.94396   0.64645   0.64687
   15   1.45000   1.00000   1.00000   0.95067   0.95072   0.68021   0.68084
   16   1.55000   1.00000   1.00000   0.95705   0.95701   0.71461   0.71431
   17   1.65000   1.00000   1.00000   0.96294   0.96284   0.74786   0.74703
   18   1.75000   1.00000   1.00000   0.96824   0.96823   0.77868   0.77875
   19   1.85000   1.00000   1.00000   0.97306   0.97317   0.80815   0.80923
   20   1.95000   1.00000   1.00000   0.97762   0.97768   0.83771   0.83821
   21   2.05000   1.00000   1.00000   0.98188   0.98177   0.86648   0.86546
   22   2.15000   1.00000   1.00000   0.98562   0.98543   0.89202   0.89074
   23   2.25000   1.00000   1.00000   0.98868   0.98867   0.91349   0.91383
   24   2.35000   1.00000   1.00000   0.99122   0.99150   0.93262   0.93453
   25   2.45000   1.00000   1.00000   0.99370   0.99391   0.95134   0.95264
   26   2.55000   1.00000   1.00000   0.99614   0.99593   0.96923   0.96800
   27   2.65000   1.00000   1.00000   0.99804   0.99753   0.98373   0.98047
   28   2.75000   1.00000   1.00000   0.99912   0.99873   0.99248   0.98992
   29   2.85000   1.00000   1.00000   0.99935   0.99953   0.99551   0.99628
   30   2.95000   1.00000   1.00000   0.99935   0.99993   0.99567   0.99947
   31   3.05000   1.00000   1.00000   0.99935   0.99993   0.99567   0.99947
   32   3.15000   1.00000   1.00000   0.99914   0.99953   0.99567   0.99628
   33   3.25000   1.00000   1.00000   0.99910   0.99873   0.99196   0.98992
   34   3.35000   1.00000   1.00000   0.99856   0.99753   0.98201   0.98047
   35   3.45000   1.00000   1.00000   0.99495   0.99593   0.96863   0.96800
   36   3.55000   1.00000   1.00000   0.99443   0.99391   0.95282   0.95264
   37   3.65000   1.00000   1.00000   0.99254   0.99150   0.93455   0.93453
   38   3.75000   1.00000   1.00000   0.98704   0.98867   0.91376   0.91383
   39   3.85000   1.00000   1.00000   0.98578   0.98543   0.89077   0.89074
   40   3.95000   1.00000   1.00000   0.98341   0.98177   0.86553   0.86546
   41   4.05000   1.00000   1.00000   0.97575   0.97768   0.83817   0.83821
   42   4.15000   1.00000   1.00000   0.97291   0.97317   0.80926   0.80923
   43   4.25000   1.00000   1.00000   0.97081   0.96823   0.77886   0.77875
   44   4.35000   1.00000   1.00000   0.96110   0.96284   0.74698   0.74703
   45   4.45000   1.00000   1.00000   0.95524   0.95701   0.71428   0.71431
   46   4.55000   1.00000   1.00000   0.95408   0.95072   0.68098   0.68084
   47   4.65000   1.00000   1.00000   0.94380   0.94396   0.64686   0.64686
   48   4.75000   1.00000   1.00000   0.93281   0.93673   0.61251   0.61262
   49   4.85000   1.00000   1.00000   0.93152   0.92901   0.57847   0.57834
   50   4.95000   1.00000   1.00000   0.92406   0.92079   0.54435   0.54424
   51   5.05000   1.00000   1.00000   0.90746   0.91206   0.51034   0.51050
   52   5.15000   1.00000   1.00000   0.90105   0.90281   0.47731   0.47733
   53   5.25000   1.00000   1.00000   0.89915   0.89301   0.44513   0.44489
   54   5.35000   1.00000   1.00000   0.88246   0.88264   0.41330   0.41333
   55   5.45000   1.00000   1.00000   0.86453   0.87170   0.38254   0.38279
   56   5.55000   1.00000   1.00000   0.86233   0.86015   0.35349   0.35336
   57   5.65000   1.00000   1.00000   0.85579   0.84797   0.32544   0.32516
   58   5.75000   1.00000   1.00000   0.83123   0.83514   0.29806   0.29825
   59   5.85000   1.00000   1.00000   0.81315   0.82161   0.27240   0.27270
   60   5.95000   1.00000   1.00000   0.81239   0.80737   0.24879   0.24854
   61   6.05000   1.00000   1.00000   0.80202   0.79237   0.22614   0.22579
   62   6.15000   1.00000   1.00000   0.77122   0.77656   0.20419   0.20447
   63   6.25000   1.00000   1.00000   0.74845   0.75990   0.18413   0.18458
   64   6.35000   1.00000   1.00000   0.74663   0.74232   0.16635   0.16608
   65   6.45000   1.00000   1.00000   0.73798   0.72377   0.14954   0.14897
   66   6.55000   1.00000   1.00000   0.70291   0.70415   0.13302   0.13319
   67   6.65000   1.00000   1.00000   0.66668   0.68340   0.11796   0.11870
   68   6.75000   1.00000   1.00000   0.65601   0.66138   0.10535   0.10545
   69   6.85000   1.00000   1.00000   0.65501   0.63798   0.09420   0.09338
   70   6.95000   1.00000   1.00000   0.62822   0.61303   0.08296   0.08242
   71   7.05000   1.00000   1.00000   0.57569   0.58635   0.07184   0.07252
   72   7.15000   1.00000   1.00000   0.53287   0.55767   0.06248   0.06361
   73   7.25000   1.00000   1.00000   0.52081   0.52667   0.05558   0.05561
   74   7.35000   1.00000   1.00000   0.52061   0.49291   0.04983   0.04846
   75   7.45000   1.00000   1.00000   0.48941   0.45579   0.04340   0.04210
   76   7.55000   1.00000   1.00000   0.41256   0.41438   0.03601   0.03646
   77   7.65000   1.00000   1.00000   0.31914   0.36722   0.02920   0.03147
   78   7.75000   1.00000   1.00000   0.25105   0.31170   0.02478   0.02707
   79   7.85000   1.00000   1.00000   0.22589   0.24193   0.02321   0.02322
   80   7.95000   1.00000   1.00000   0.22475   0.13327   0.02315   0.01985
   81   8.05000   1.00000   1.00000   0.22491   0.13328   0.02315   0.01985
   82   8.15000   1.00000   1.00000   0.22498   0.24193   0.02316   0.02322
   83   8.25000   1.00000   1.00000   0.26991   0.31171   0.02547   0.02707
   84   8.35000   1.00000   1.00000   0.33980   0.36723   0.03032   0.03147
   85   8.45000   1.00000   1.00000   0.40404   0.41438   0.03603   0.03646
   86   8.55000   1.00000   1.00000   0.45441   0.45579   0.04199   0.04210
   87   8.65000   1.00000   1.00000   0.49406   0.49291   0.04848   0.04846
   88   8.75000   1.00000   1.00000   0.52767   0.52667   0.05570   0.05561
   89   8.85000   1.00000   1.00000   0.55808   0.55767   0.06360   0.06361
   90   8.95000   1.00000   1.00000   0.58644   0.58635   0.07249   0.07252
