1
    LCPFCT Test #1 - Constant V Convection:   step =   0 and TIME =  0.000
          with DX = 0.100 DT = 0.020 and VX = 0.500CFL = 0.100

    I     X(I)     Square    exact     Circle    exact   Gaussian    exact
   91   9.05000   1.00000   1.00000   0.61305   0.61304   0.08250   0.08242
   92   9.15000   1.00000   1.00000   0.63798   0.63798   0.09336   0.09338
   93   9.25000   1.00000   1.00000   0.66139   0.66138   0.10537   0.10545
   94   9.35000   1.00000   1.00000   0.68342   0.68340   0.11879   0.11870
   95   9.45000   1.00000   1.00000   0.70417   0.70415   0.13322   0.13319
   96   9.55000   1.00000   1.00000   0.72376   0.72377   0.14884   0.14897
   97   9.65000   1.00000   1.00000   0.74234   0.74232   0.16613   0.16608
   98   9.75000   1.00000   1.00000   0.75992   0.75990   0.18470   0.18458
   99   9.85000   1.00000   1.00000   0.77655   0.77656   0.20434   0.20447
  100   9.95000   1.00000   1.00000   0.79236   0.79237   0.22571   0.22579

 Conserved sums  10.00000  10.00000   7.85408   7.85406   4.41043   4.41041
 Absolute error   0.00000             0.08841             0.01380
1
    LCPFCT Test #1 - Constant V Convection:   step = 350 and TIME =  7.000
          with DX = 0.100 DT = 0.020 and VX = 0.500CFL = 0.100

    I     X(I)     Square    exact     Circle    exact   Gaussian    exact
    1   0.05000   1.00000   1.00000   0.72379   0.72377   0.14908   0.14897
    2   0.15000   1.00000   1.00000   0.74234   0.74232   0.16619   0.16609
    3   0.25000   1.00000   1.00000   0.75988   0.75990   0.18440   0.18458
    4   0.35000   1.00000   1.00000   0.77656   0.77656   0.20442   0.20447
    5   0.45000   1.00000   1.00000   0.79240   0.79237   0.22602   0.22579
    6   0.55000   1.00000   1.00000   0.80738   0.80737   0.24852   0.24854
    7   0.65000   1.00000   1.00000   0.82159   0.82162   0.27242   0.27270
    8   0.75000   1.00000   1.00000   0.83514   0.83514   0.29831   0.29825
    9   0.85000   1.00000   1.00000   0.84802   0.84797   0.32545   0.32516
   10   0.95000   1.00000   1.00000   0.86014   0.86015   0.35322   0.35336
   11   1.05000   1.00000   1.00000   0.87165   0.87170   0.38242   0.38279
   12   1.15000   1.00000   1.00000   0.88268   0.88264   0.41348   0.41334
   13   1.25000   1.00000   1.00000   0.89306   0.89301   0.44529   0.44490
   14   1.35000   1.00000   1.00000   0.90279   0.90281   0.47715   0.47734
   15   1.45000   1.00000   1.00000   0.91201   0.91206   0.50998   0.51051
   16   1.55000   1.00000   1.00000   0.92082   0.92079   0.54434   0.54424
   17   1.65000   1.00000   1.00000   0.92909   0.92901   0.57894   0.57834
   18   1.75000   1.00000   1.00000   0.93674   0.93673   0.61260   0.61263
   19   1.85000   1.00000   1.00000   0.94388   0.94396   0.64610   0.64687
   20   1.95000   1.00000   1.00000   0.95070   0.95072   0.68056   0.68084
   21   2.05000   1.00000   1.00000   0.95709   0.95701   0.71507   0.71431
   22   2.15000   1.00000   1.00000   0.96294   0.96284   0.74767   0.74703
   23   2.25000   1.00000   1.00000   0.96820   0.96823   0.77813   0.77875
   24   2.35000   1.00000   1.00000   0.97301   0.97317   0.80807   0.80923
   25   2.45000   1.00000   1.00000   0.97767   0.97768   0.83821   0.83821
   26   2.55000   1.00000   1.00000   0.98197   0.98177   0.86684   0.86546
   27   2.65000   1.00000   1.00000   0.98560   0.98543   0.89179   0.89074
   28   2.75000   1.00000   1.00000   0.98860   0.98867   0.91301   0.91383
   29   2.85000   1.00000   1.00000   0.99118   0.99150   0.93244   0.93453
   30   2.95000   1.00000   1.00000   0.99373   0.99391   0.95160   0.95264
   31   3.05000   1.00000   1.00000   0.99622   0.99593   0.96964   0.96800
   32   3.15000   1.00000   1.00000   0.99812   0.99753   0.98395   0.98047
   33   3.25000   1.00000   1.00000   0.99908   0.99873   0.99241   0.98992
   34   3.35000   1.00000   1.00000   0.99930   0.99953   0.99533   0.99628
   35   3.45000   1.00000   1.00000   0.99930   0.99993   0.99549   0.99947
   36   3.55000   1.00000   1.00000   0.99930   0.99993   0.99549   0.99947
   37   3.65000   1.00000   1.00000   0.99930   0.99953   0.99549   0.99628
   38   3.75000   1.00000   1.00000   0.99848   0.99873   0.99199   0.98992
   39   3.85000   1.00000   1.00000   0.99793   0.99753   0.98214   0.98047
   40   3.95000   1.00000   1.00000   0.99763   0.99593   0.96885   0.96800
   41   4.05000   1.00000   1.00000   0.99317   0.99391   0.95282   0.95264
   42   4.15000   1.00000   1.00000   0.99049   0.99150   0.93451   0.93453
   43   4.25000   1.00000   1.00000   0.99057   0.98867   0.91389   0.91383
   44   4.35000   1.00000   1.00000   0.98518   0.98543   0.89073   0.89074
   45   4.45000   1.00000   1.00000   0.97953   0.98177   0.86541   0.86546
   46   4.55000   1.00000   1.00000   0.97941   0.97768   0.83832   0.83821
   47   4.65000   1.00000   1.00000   0.97479   0.97317   0.80930   0.80923
   48   4.75000   1.00000   1.00000   0.96504   0.96823   0.77866   0.77875
   49   4.85000   1.00000   1.00000   0.96271   0.96284   0.74707   0.74703
   50   4.95000   1.00000   1.00000   0.96085   0.95701   0.71447   0.71431
   51   5.05000   1.00000   1.00000   0.94894   0.95072   0.68078   0.68084
   52   5.15000   1.00000   1.00000   0.94036   0.94396   0.64677   0.64686
   53   5.25000   1.00000   1.00000   0.94031   0.93673   0.61280   0.61262
   54   5.35000   1.00000   1.00000   0.93185   0.92901   0.57844   0.57834
   55   5.45000   1.00000   1.00000   0.91562   0.92079   0.54405   0.54424
   56   5.55000   1.00000   1.00000   0.91036   0.91206   0.51049   0.51050
   57   5.65000   1.00000   1.00000   0.90922   0.90281   0.47760   0.47733
   58   5.75000   1.00000   1.00000   0.89351   0.89301   0.44489   0.44489
   59   5.85000   1.00000   1.00000   0.87532   0.88264   0.41305   0.41333
   60   5.95000   1.00000   1.00000   0.87205   0.87170   0.38285   0.38279
   61   6.05000   1.00000   1.00000   0.86852   0.86015   0.35370   0.35336
   62   6.15000   1.00000   1.00000   0.84718   0.84797   0.32508   0.32516
   63   6.25000   1.00000   1.00000   0.82573   0.83514   0.29787   0.29825
   64   6.35000   1.00000   1.00000   0.82198   0.82161   0.27278   0.27270
   65   6.45000   1.00000   1.00000   0.81820   0.80737   0.24899   0.24854
   66   6.55000   1.00000   1.00000   0.79348   0.79237   0.22576   0.22579
   67   6.65000   1.00000   1.00000   0.76462   0.77656   0.20393   0.20447
   68   6.75000   1.00000   1.00000   0.75564   0.75990   0.18448   0.18458
   69   6.85000   1.00000   1.00000   0.75491   0.74232   0.16668   0.16608
   70   6.95000   1.00000   1.00000   0.73296   0.72377   0.14928   0.14897
   71   7.05000   1.00000   1.00000   0.69350   0.70415   0.13260   0.13319
   72   7.15000   1.00000   1.00000   0.66795   0.68339   0.11806   0.11870
   73   7.25000   1.00000   1.00000   0.66540   0.66138   0.10579   0.10545
   74   7.35000   1.00000   1.00000   0.65836   0.63798   0.09432   0.09338
   75   7.45000   1.00000   1.00000   0.62136   0.61303   0.08261   0.08242
   76   7.55000   1.00000   1.00000   0.56872   0.58635   0.07153   0.07252
   77   7.65000   1.00000   1.00000   0.53444   0.55767   0.06259   0.06361
   78   7.75000   1.00000   1.00000   0.52823   0.52667   0.05594   0.05561
   79   7.85000   1.00000   1.00000   0.52526   0.49291   0.05002   0.04846
   80   7.95000   1.00000   1.00000   0.48685   0.45579   0.04326   0.04210
   81   8.05000   1.00000   1.00000   0.40647   0.41437   0.03573   0.03646
   82   8.15000   1.00000   1.00000   0.31542   0.36722   0.02903   0.03147
   83   8.25000   1.00000   1.00000   0.25150   0.31170   0.02481   0.02707
   84   8.35000   1.00000   1.00000   0.22822   0.24193   0.02333   0.02322
   85   8.45000   1.00000   1.00000   0.22718   0.13327   0.02326   0.01985
   86   8.55000   1.00000   1.00000   0.22723   0.13328   0.02326   0.01985
   87   8.65000   1.00000   1.00000   0.22746   0.24193   0.02326   0.02322
   88   8.75000   1.00000   1.00000   0.26923   0.31171   0.02548   0.02707
   89   8.85000   1.00000   1.00000   0.33785   0.36723   0.03023   0.03147
   90   8.95000   1.00000   1.00000   0.40230   0.41438   0.03586   0.03646
   91   9.05000   1.00000   1.00000   0.45360   0.45579   0.04202   0.04210
   92   9.15000   1.00000   1.00000   0.49394   0.49291   0.04851   0.04846
   93   9.25000   1.00000   1.00000   0.52779   0.52667   0.05558   0.05561
   94   9.35000   1.00000   1.00000   0.55822   0.55767   0.06367   0.06361
   95   9.45000   1.00000   1.00000   0.58652   0.58635   0.07260   0.07252
   96   9.55000   1.00000   1.00000   0.61304   0.61304   0.08234   0.08242
   97   9.65000   1.00000   1.00000   0.63798   0.63798   0.09335   0.09338
   98   9.75000   1.00000   1.00000   0.66141   0.66138   0.10557   0.10545
   99   9.85000   1.00000   1.00000   0.68341   0.68340   0.11866   0.11870
  100   9.95000   1.00000   1.00000   0.70415   0.70416   0.13306   0.13319

 Conserved sums  10.00000  10.00000   7.85408   7.85406   4.41043   4.41041
 Absolute error   0.00000             0.09112             0.01488
1
    LCPFCT Test #1 - Constant V Convection:   step = 400 and TIME =  8.000
          with DX = 0.100 DT = 0.020 and VX = 0.500CFL = 0.100

    I     X(I)     Square    exact     Circle    exact   Gaussian    exact
    1   0.05000   1.00000   1.00000   0.61308   0.61304   0.08245   0.08242
    2   0.15000   1.00000   1.00000   0.63800   0.63798   0.09352   0.09338
    3   0.25000   1.00000   1.00000   0.66138   0.66138   0.10537   0.10545
    4   0.35000   1.00000   1.00000   0.68340   0.68340   0.11857   0.11870
    5   0.45000   1.00000   1.00000   0.70419   0.70416   0.13333   0.13319
    6   0.55000   1.00000   1.00000   0.72380   0.72377   0.14907   0.14897
    7   0.65000   1.00000   1.00000   0.74231   0.74232   0.16588   0.16609
    8   0.75000   1.00000   1.00000   0.75989   0.75990   0.18450   0.18458
    9   0.85000   1.00000   1.00000   0.77661   0.77656   0.20472   0.20448
   10   0.95000   1.00000   1.00000   0.79238   0.79237   0.22583   0.22579
   11   1.05000   1.00000   1.00000   0.80734   0.80737   0.24823   0.24854
   12   1.15000   1.00000   1.00000   0.82163   0.82162   0.27267   0.27270
   13   1.25000   1.00000   1.00000   0.83519   0.83514   0.29859   0.29825
   14   1.35000   1.00000   1.00000   0.84798   0.84797   0.32516   0.32516
   15   1.45000   1.00000   1.00000   0.86010   0.86015   0.35294   0.35336
   16   1.55000   1.00000   1.00000   0.87170   0.87170   0.38273   0.38279
   17   1.65000   1.00000   1.00000   0.88271   0.88264   0.41378   0.41334
   18   1.75000   1.00000   1.00000   0.89302   0.89301   0.44498   0.44490
   19   1.85000   1.00000   1.00000   0.90275   0.90281   0.47679   0.47734
   20   1.95000   1.00000   1.00000   0.91206   0.91206   0.51024   0.51051
   21   2.05000   1.00000   1.00000   0.92085   0.92079   0.54477   0.54424
   22   2.15000   1.00000   1.00000   0.92908   0.92901   0.57878   0.57834
   23   2.25000   1.00000   1.00000   0.93670   0.93673   0.61211   0.61263
   24   2.35000   1.00000   1.00000   0.94387   0.94396   0.64610   0.64687
   25   2.45000   1.00000   1.00000   0.95074   0.95072   0.68106   0.68084
   26   2.55000   1.00000   1.00000   0.95714   0.95701   0.71528   0.71431
   27   2.65000   1.00000   1.00000   0.96290   0.96284   0.74727   0.74703
   28   2.75000   1.00000   1.00000   0.96812   0.96823   0.77772   0.77875
   29   2.85000   1.00000   1.00000   0.97303   0.97317   0.80822   0.80923
   30   2.95000   1.00000   1.00000   0.97772   0.97768   0.83868   0.83821
   31   3.05000   1.00000   1.00000   0.98201   0.98177   0.86703   0.86546
   32   3.15000   1.00000   1.00000   0.98560   0.98543   0.89150   0.89074
   33   3.25000   1.00000   1.00000   0.98848   0.98867   0.91259   0.91383
   34   3.35000   1.00000   1.00000   0.99114   0.99150   0.93234   0.93453
   35   3.45000   1.00000   1.00000   0.99383   0.99391   0.95188   0.95264
   36   3.55000   1.00000   1.00000   0.99627   0.99593   0.97000   0.96800
   37   3.65000   1.00000   1.00000   0.99814   0.99753   0.98411   0.98047
   38   3.75000   1.00000   1.00000   0.99911   0.99873   0.99236   0.98992
   39   3.85000   1.00000   1.00000   0.99923   0.99953   0.99516   0.99628
   40   3.95000   1.00000   1.00000   0.99923   0.99993   0.99531   0.99947
   41   4.05000   1.00000   1.00000   0.99923   0.99993   0.99531   0.99947
   42   4.15000   1.00000   1.00000   0.99916   0.99953   0.99531   0.99628
   43   4.25000   1.00000   1.00000   0.99915   0.99873   0.99207   0.98992
   44   4.35000   1.00000   1.00000   0.99852   0.99753   0.98229   0.98047
   45   4.45000   1.00000   1.00000   0.99510   0.99593   0.96883   0.96800
   46   4.55000   1.00000   1.00000   0.99447   0.99391   0.95295   0.95264
   47   4.65000   1.00000   1.00000   0.99322   0.99150   0.93464   0.93453
   48   4.75000   1.00000   1.00000   0.98727   0.98867   0.91375   0.91383
   49   4.85000   1.00000   1.00000   0.98406   0.98543   0.89070   0.89074
   50   4.95000   1.00000   1.00000   0.98414   0.98177   0.86560   0.86546
   51   5.05000   1.00000   1.00000   0.97808   0.97768   0.83825   0.83821
   52   5.15000   1.00000   1.00000   0.97003   0.97317   0.80913   0.80923
   53   5.25000   1.00000   1.00000   0.96898   0.96823   0.77884   0.77875
   54   5.35000   1.00000   1.00000   0.96631   0.96284   0.74720   0.74702
   55   5.45000   1.00000   1.00000   0.95477   0.95701   0.71423   0.71431
   56   5.55000   1.00000   1.00000   0.94745   0.95072   0.68074   0.68084
   57   5.65000   1.00000   1.00000   0.94744   0.94396   0.64706   0.64686
   58   5.75000   1.00000   1.00000   0.93970   0.93673   0.61275   0.61262
   59   5.85000   1.00000   1.00000   0.92427   0.92901   0.57815   0.57834
   60   5.95000   1.00000   1.00000   0.91817   0.92079   0.54418   0.54424
   61   6.05000   1.00000   1.00000   0.91794   0.91206   0.51078   0.51050
   62   6.15000   1.00000   1.00000   0.90514   0.90281   0.47741   0.47733
   63   6.25000   1.00000   1.00000   0.88626   0.89301   0.44460   0.44489
   64   6.35000   1.00000   1.00000   0.88008   0.88264   0.41328   0.41333
   65   6.45000   1.00000   1.00000   0.87940   0.87170   0.38315   0.38279
   66   6.55000   1.00000   1.00000   0.86344   0.86015   0.35346   0.35336
   67   6.65000   1.00000   1.00000   0.83967   0.84797   0.32477   0.32516
   68   6.75000   1.00000   1.00000   0.83020   0.83514   0.29809   0.29825
   69   6.85000   1.00000   1.00000   0.83020   0.82161   0.27313   0.27270
   70   6.95000   1.00000   1.00000   0.81488   0.80737   0.24881   0.24854
   71   7.05000   1.00000   1.00000   0.78474   0.79237   0.22537   0.22579
   72   7.15000   1.00000   1.00000   0.76579   0.77656   0.20402   0.20447
   73   7.25000   1.00000   1.00000   0.76458   0.75990   0.18489   0.18458
   74   7.35000   1.00000   1.00000   0.75681   0.74232   0.16673   0.16608
   75   7.45000   1.00000   1.00000   0.72494   0.72377   0.14889   0.14897
   76   7.55000   1.00000   1.00000   0.68830   0.70415   0.13239   0.13319
   77   7.65000   1.00000   1.00000   0.67303   0.68339   0.11833   0.11870
   78   7.75000   1.00000   1.00000   0.67295   0.66138   0.10613   0.10545
   79   7.85000   1.00000   1.00000   0.65804   0.63798   0.09426   0.09338
   80   7.95000   1.00000   1.00000   0.61420   0.61303   0.08226   0.08242
   81   8.05000   1.00000   1.00000   0.56428   0.58635   0.07132   0.07252
   82   8.15000   1.00000   1.00000   0.53755   0.55767   0.06276   0.06361
   83   8.25000   1.00000   1.00000   0.53484   0.52667   0.05626   0.05561
   84   8.35000   1.00000   1.00000   0.52830   0.49291   0.05014   0.04846
   85   8.45000   1.00000   1.00000   0.48374   0.45578   0.04309   0.04210
   86   8.55000   1.00000   1.00000   0.40116   0.41437   0.03548   0.03646
   87   8.65000   1.00000   1.00000   0.31258   0.36722   0.02890   0.03147
   88   8.75000   1.00000   1.00000   0.25206   0.31170   0.02483   0.02707
   89   8.85000   1.00000   1.00000   0.23023   0.24193   0.02344   0.02322
   90   8.95000   1.00000   1.00000   0.22927   0.13327   0.02338   0.01985
   91   9.05000   1.00000   1.00000   0.22927   0.13328   0.02338   0.01985
   92   9.15000   1.00000   1.00000   0.22956   0.24194   0.02338   0.02322
   93   9.25000   1.00000   1.00000   0.26884   0.31171   0.02539   0.02707
   94   9.35000   1.00000   1.00000   0.33623   0.36723   0.03015   0.03147
   95   9.45000   1.00000   1.00000   0.40075   0.41438   0.03591   0.03646
   96   9.55000   1.00000   1.00000   0.45277   0.45579   0.04190   0.04210
   97   9.65000   1.00000   1.00000   0.49375   0.49292   0.04841   0.04846
   98   9.75000   1.00000   1.00000   0.52792   0.52667   0.05574   0.05561
   99   9.85000   1.00000   1.00000   0.55836   0.55767   0.06368   0.06361
  100   9.95000   1.00000   1.00000   0.58656   0.58635   0.07242   0.07252

 Conserved sums  10.00000  10.00000   7.85408   7.85406   4.41043   4.41041
 Absolute error   0.00000             0.09534             0.01620
1
    LCPFCT Test #1 - Constant V Convection:   step = 450 and TIME =  9.000
          with DX = 0.100 DT = 0.020 and VX = 0.500CFL = 0.100

    I     X(I)     Square    exact     Circle    exact   Gaussian    exact
    1   0.05000   1.00000   1.00000   0.45196   0.45578   0.04184   0.04210
    2   0.15000   1.00000   1.00000   0.49355   0.49291   0.04858   0.04846
    3   0.25000   1.00000   1.00000   0.52798   0.52667   0.05567   0.05561
    4   0.35000   1.00000   1.00000   0.55845   0.55767   0.06351   0.06361
    5   0.45000   1.00000   1.00000   0.58665   0.58635   0.07258   0.07252
    6   0.55000   1.00000   1.00000   0.61312   0.61303   0.08258   0.08242
    7   0.65000   1.00000   1.00000   0.63798   0.63798   0.09329   0.09338
    8   0.75000   1.00000   1.00000   0.66137   0.66138   0.10530   0.10545
    9   0.85000   1.00000   1.00000   0.68344   0.68339   0.11885   0.11870
   10   0.95000   1.00000   1.00000   0.70419   0.70415   0.13333   0.13319
   11   1.05000   1.00000   1.00000   0.72376   0.72376   0.14877   0.14897
   12   1.15000   1.00000   1.00000   0.74232   0.74232   0.16595   0.16608
   13   1.25000   1.00000   1.00000   0.75994   0.75990   0.18481   0.18458
   14   1.35000   1.00000   1.00000   0.77659   0.77656   0.20460   0.20447
   15   1.45000   1.00000   1.00000   0.79234   0.79237   0.22550   0.22579
   16   1.55000   1.00000   1.00000   0.80737   0.80737   0.24838   0.24853
   17   1.65000   1.00000   1.00000   0.82168   0.82161   0.27301   0.27270
   18   1.75000   1.00000   1.00000   0.83516   0.83514   0.29844   0.29825
   19   1.85000   1.00000   1.00000   0.84794   0.84797   0.32479   0.32516
   20   1.95000   1.00000   1.00000   0.86014   0.86015   0.35307   0.35336
   21   2.05000   1.00000   1.00000   0.87174   0.87170   0.38313   0.38278
   22   2.15000   1.00000   1.00000   0.88269   0.88264   0.41371   0.41333
   23   2.25000   1.00000   1.00000   0.89299   0.89300   0.44454   0.44489
   24   2.35000   1.00000   1.00000   0.90275   0.90281   0.47675   0.47733
   25   2.45000   1.00000   1.00000   0.91209   0.91206   0.51068   0.51050
   26   2.55000   1.00000   1.00000   0.92089   0.92079   0.54493   0.54423
   27   2.65000   1.00000   1.00000   0.92904   0.92901   0.57837   0.57834
   28   2.75000   1.00000   1.00000   0.93665   0.93673   0.61178   0.61262
   29   2.85000   1.00000   1.00000   0.94390   0.94396   0.64637   0.64686
   30   2.95000   1.00000   1.00000   0.95078   0.95072   0.68150   0.68084
   31   3.05000   1.00000   1.00000   0.95715   0.95701   0.71524   0.71430
   32   3.15000   1.00000   1.00000   0.96287   0.96284   0.74681   0.74702
   33   3.25000   1.00000   1.00000   0.96805   0.96823   0.77747   0.77875
   34   3.35000   1.00000   1.00000   0.97304   0.97317   0.80849   0.80922
   35   3.45000   1.00000   1.00000   0.97783   0.97768   0.83911   0.83821
   36   3.55000   1.00000   1.00000   0.98203   0.98177   0.86709   0.86546
   37   3.65000   1.00000   1.00000   0.98552   0.98543   0.89116   0.89074
   38   3.75000   1.00000   1.00000   0.98844   0.98867   0.91224   0.91383
   39   3.85000   1.00000   1.00000   0.99113   0.99150   0.93231   0.93453
   40   3.95000   1.00000   1.00000   0.99385   0.99391   0.95215   0.95264
   41   4.05000   1.00000   1.00000   0.99638   0.99592   0.97032   0.96800
   42   4.15000   1.00000   1.00000   0.99818   0.99753   0.98426   0.98047
   43   4.25000   1.00000   1.00000   0.99903   0.99873   0.99228   0.98992
   44   4.35000   1.00000   1.00000   0.99922   0.99953   0.99500   0.99628
   45   4.45000   1.00000   1.00000   0.99922   0.99993   0.99516   0.99947
   46   4.55000   1.00000   1.00000   0.99922   0.99993   0.99516   0.99947
   47   4.65000   1.00000   1.00000   0.99922   0.99953   0.99516   0.99628
   48   4.75000   1.00000   1.00000   0.99878   0.99873   0.99208   0.98992
   49   4.85000   1.00000   1.00000   0.99743   0.99753   0.98233   0.98047
   50   4.95000   1.00000   1.00000   0.99741   0.99593   0.96908   0.96800
   51   5.05000   1.00000   1.00000   0.99533   0.99391   0.95305   0.95264
   52   5.15000   1.00000   1.00000   0.98995   0.99150   0.93448   0.93453
   53   5.25000   1.00000   1.00000   0.98793   0.98867   0.91379   0.91383
   54   5.35000   1.00000   1.00000   0.98784   0.98543   0.89087   0.89074
   55   5.45000   1.00000   1.00000   0.98165   0.98177   0.86547   0.86546
   56   5.55000   1.00000   1.00000   0.97476   0.97768   0.83810   0.83821
   57   5.65000   1.00000   1.00000   0.97402   0.97317   0.80933   0.80923
   58   5.75000   1.00000   1.00000   0.97151   0.96823   0.77894   0.77875
   59   5.85000   1.00000   1.00000   0.96088   0.96284   0.74696   0.74703
   60   5.95000   1.00000   1.00000   0.95359   0.95701   0.71419   0.71431
   61   6.05000   1.00000   1.00000   0.95350   0.95072   0.68102   0.68084
   62   6.15000   1.00000   1.00000   0.94761   0.94396   0.64705   0.64687
   63   6.25000   1.00000   1.00000   0.93300   0.93673   0.61246   0.61263
   64   6.35000   1.00000   1.00000   0.92516   0.92901   0.57821   0.57835
   65   6.45000   1.00000   1.00000   0.92516   0.92079   0.54449   0.54424
   66   6.55000   1.00000   1.00000   0.91653   0.91206   0.51070   0.51051
   67   6.65000   1.00000   1.00000   0.89785   0.90281   0.47709   0.47734
   68   6.75000   1.00000   1.00000   0.88771   0.89301   0.44469   0.44490
   69   6.85000   1.00000   1.00000   0.88764   0.88264   0.41363   0.41334
   70   6.95000   1.00000   1.00000   0.87853   0.87170   0.38308   0.38279
   71   7.05000   1.00000   1.00000   0.85557   0.86015   0.35310   0.35337
   72   7.15000   1.00000   1.00000   0.83940   0.84797   0.32478   0.32516
   73   7.25000   1.00000   1.00000   0.83805   0.83514   0.29847   0.29826
   74   7.35000   1.00000   1.00000   0.83235   0.82162   0.27320   0.27270
   75   7.45000   1.00000   1.00000   0.80753   0.80737   0.24845   0.24854
   76   7.55000   1.00000   1.00000   0.78046   0.79237   0.22519   0.22579
   77   7.65000   1.00000   1.00000   0.77130   0.77656   0.20432   0.20448
   78   7.75000   1.00000   1.00000   0.77129   0.75990   0.18519   0.18458
   79   7.85000   1.00000   1.00000   0.75404   0.74232   0.16656   0.16609
   80   7.95000   1.00000   1.00000   0.71729   0.72377   0.14852   0.14897
   81   8.05000   1.00000   1.00000   0.68702   0.70416   0.13236   0.13319
   82   8.15000   1.00000   1.00000   0.67927   0.68340   0.11866   0.11870
   83   8.25000   1.00000   1.00000   0.67835   0.66138   0.10637   0.10545
   84   8.35000   1.00000   1.00000   0.65541   0.63798   0.09411   0.09338
   85   8.45000   1.00000   1.00000   0.60765   0.61304   0.08192   0.08243
   86   8.55000   1.00000   1.00000   0.56182   0.58635   0.07122   0.07252
   87   8.65000   1.00000   1.00000   0.54141   0.55767   0.06298   0.06361
   88   8.75000   1.00000   1.00000   0.54059   0.52667   0.05653   0.05561
   89   8.85000   1.00000   1.00000   0.53011   0.49292   0.05020   0.04846
   90   8.95000   1.00000   1.00000   0.48045   0.45579   0.04293   0.04210
   91   9.05000   1.00000   1.00000   0.39659   0.41438   0.03525   0.03646
   92   9.15000   1.00000   1.00000   0.31031   0.36723   0.02879   0.03147
   93   9.25000   1.00000   1.00000   0.25259   0.31171   0.02488   0.02707
   94   9.35000   1.00000   1.00000   0.23206   0.24194   0.02354   0.02322
   95   9.45000   1.00000   1.00000   0.23119   0.13329   0.02347   0.01985
   96   9.55000   1.00000   1.00000   0.23119   0.13326   0.02347   0.01985
   97   9.65000   1.00000   1.00000   0.23145   0.24193   0.02347   0.02322
   98   9.75000   1.00000   1.00000   0.26845   0.31170   0.02540   0.02707
   99   9.85000   1.00000   1.00000   0.33482   0.36722   0.03015   0.03147
  100   9.95000   1.00000   1.00000   0.39930   0.41437   0.03569   0.03646

 Conserved sums  10.00000  10.00000   7.85409   7.85406   4.41043   4.41041
 Absolute error   0.00000             0.09807             0.01731
1
    LCPFCT Test #1 - Constant V Convection:   step = 500 and TIME = 10.000
          with DX = 0.100 DT = 0.020 and VX = 0.500CFL = 0.100

    I     X(I)     Square    exact     Circle    exact   Gaussian    exact
    1   0.05000   1.00000   1.00000   0.23300   0.13324   0.02357   0.01985
    2   0.15000   1.00000   1.00000   0.23324   0.24192   0.02357   0.02322
    3   0.25000   1.00000   1.00000   0.26804   0.31169   0.02547   0.02707
    4   0.35000   1.00000   1.00000   0.33350   0.36722   0.02991   0.03147
    5   0.45000   1.00000   1.00000   0.39796   0.41437   0.03565   0.03645
    6   0.55000   1.00000   1.00000   0.45118   0.45578   0.04199   0.04210
    7   0.65000   1.00000   1.00000   0.49329   0.49291   0.04846   0.04846
    8   0.75000   1.00000   1.00000   0.52800   0.52666   0.05551   0.05561
    9   0.85000   1.00000   1.00000   0.55859   0.55766   0.06369   0.06361
   10   0.95000   1.00000   1.00000   0.58675   0.58634   0.07271   0.07252
   11   1.05000   1.00000   1.00000   0.61313   0.61303   0.08235   0.08242
   12   1.15000   1.00000   1.00000   0.63797   0.63798   0.09320   0.09338
   13   1.25000   1.00000   1.00000   0.66141   0.66138   0.10557   0.10545
   14   1.35000   1.00000   1.00000   0.68344   0.68339   0.11889   0.11870
   15   1.45000   1.00000   1.00000   0.70415   0.70415   0.13303   0.13318
   16   1.55000   1.00000   1.00000   0.72376   0.72376   0.14876   0.14896
   17   1.65000   1.00000   1.00000   0.74237   0.74232   0.16627   0.16608
   18   1.75000   1.00000   1.00000   0.75994   0.75989   0.18482   0.18457
   19   1.85000   1.00000   1.00000   0.77655   0.77656   0.20426   0.20447
   20   1.95000   1.00000   1.00000   0.79236   0.79237   0.22549   0.22579
   21   2.05000   1.00000   1.00000   0.80741   0.80737   0.24873   0.24853
   22   2.15000   1.00000   1.00000   0.82166   0.82161   0.27305   0.27269
   23   2.25000   1.00000   1.00000   0.83514   0.83513   0.29806   0.29825
   24   2.35000   1.00000   1.00000   0.84793   0.84797   0.32468   0.32516
   25   2.45000   1.00000   1.00000   0.86016   0.86015   0.35344   0.35336
   26   2.55000   1.00000   1.00000   0.87177   0.87170   0.38332   0.38278
   27   2.65000   1.00000   1.00000   0.88266   0.88264   0.41336   0.41333
   28   2.75000   1.00000   1.00000   0.89294   0.89300   0.44425   0.44489
   29   2.85000   1.00000   1.00000   0.90278   0.90280   0.47702   0.47733
   30   2.95000   1.00000   1.00000   0.91213   0.91206   0.51107   0.51050
   31   3.05000   1.00000   1.00000   0.92088   0.92079   0.54481   0.54423
   32   3.15000   1.00000   1.00000   0.92901   0.92901   0.57792   0.57834
   33   3.25000   1.00000   1.00000   0.93661   0.93673   0.61169   0.61262
   34   3.35000   1.00000   1.00000   0.94392   0.94396   0.64676   0.64686
   35   3.45000   1.00000   1.00000   0.95086   0.95072   0.68180   0.68083
   36   3.55000   1.00000   1.00000   0.95715   0.95701   0.71503   0.71430
   37   3.65000   1.00000   1.00000   0.96277   0.96284   0.74638   0.74702
   38   3.75000   1.00000   1.00000   0.96804   0.96823   0.77738   0.77874
